['622', '634', '443', '259', '665']
['728', '931', '450', '803', '574']
['678', '719', '101', '247', '566']
['763', '12', '840', '21', '393']
['306', '836', '973', '97', '921']
['287', '934', '84', '172', '842']
['905', '192', '402', '706', '466']
['75', '972', '390', '627', '746']
['548', '837', '515', '605', '324']
['210', '118', '301', '591', '469']
['14', '545', '529', '212', '485']
['752', '215', '425', '93', '347']
['613', '902', '295', '737', '237']
['765', '971', '158', '674', '316']
['907', '66', '228', '231', '552']
['479', '535', '891', '764', '979']
['29', '211', '288', '293', '582']
['350', '422', '189', '885', '308']
['587', '484', '88', '31', '766']
['497', '748', '920', '446', '264']
['381', '944', '790', '672', '775']
['332', '89', '932', '592', '621']
['948', '633', '801', '121', '149']
['809', '408', '252', '925', '626']
['760', '786', '53', '77', '372']
['413', '2', '534', '1', '125']
['682', '406', '36', '669', '401']
['671', '540', '467', '749', '501']
['32', '756', '275', '802', '62']
['935', '700', '829', '994', '874']
['847', '625', '838', '781', '999']
['396', '427', '992', '116', '254']
['289', '670', '208', '128', '342']
['330', '233', '620', '938', '117']
['906', '689', '474', '518', '476']
['641', '646', '277', '317', '58']
['145', '961', '833', '473', '224']
['217', '537', '844', '970', '538']
['989', '46', '345', '855', '927']
['928', '354', '908', '898', '135']
['37', '170', '740', '426', '448']
['45', '975', '162', '575', '30']
['397', '495', '629', '882', '258']
['758', '477', '516', '690', '773']
['445', '780', '369', '256', '296']
['502', '137', '418', '563', '428']
['20', '76', '581', '133', '52']
['83', '946', '554', '253', '63']
['223', '730', '668', '915', '821']
['494', '679', '841', '624', '451']
['329', '901', '586', '712', '941']
['904', '861', '514', '349', '697']
['115', '360', '472', '483', '459']
