['785', '143', '514', '273', '299', '541', '196', '422', '940', '314', '935', '171', '170', '721', '392', '570', '490', '615', '11', '636']
['285', '266', '61', '172', '277', '728', '302', '889', '771', '604', '760', '641', '474', '959', '25', '193', '534', '93', '440', '498']
['981', '513', '714', '594', '342', '737', '327', '259', '215', '938', '300', '479', '779', '240', '983', '130', '315', '710', '488', '908']
['161', '747', '403', '725', '922', '932', '104', '783', '320', '288', '671', '415', '92', '512', '871', '431', '174', '997', '81', '319']
['103', '106', '976', '478', '401', '564', '830', '731', '802', '97', '518', '609', '639', '257', '881', '824', '565', '434', '417', '54']
['929', '70', '378', '114', '711', '661', '587', '159', '515', '448', '65', '323', '139', '360', '475', '943', '22', '921', '279', '388']
['912', '346', '607', '8', '791', '999', '387', '86', '26', '486', '703', '34', '759', '354', '818', '753', '648', '649', '225', '646']
['301', '121', '312', '280', '402', '910', '356', '126', '882', '869', '416', '271', '219', '890', '968', '220', '168', '222', '421', '697']
['351', '766', '580', '466', '487', '228', '733', '660', '217', '281', '814', '472', '213', '683', '60', '471', '806', '644', '336', '855']
['536', '559', '495', '43', '509', '800', '449', '678', '597', '276', '322', '705', '727', '113', '936', '804', '329', '744', '751', '427']
['18', '313', '188', '99', '955', '200', '808', '831', '591', '600', '542', '178', '209', '978', '379', '179', '688', '409', '491', '625']
['571', '949', '395', '836', '207', '66', '928', '242', '226', '345', '546', '784', '845', '827', '847', '569', '503', '822', '353', '716']
['667', '410', '687', '575', '632', '233', '165', '364', '117', '450', '380', '47', '32', '73', '630', '467', '867', '553', '131', '616']
['461', '442', '780', '497', '852', '650', '241', '458', '3', '21', '361', '677', '720', '15', '853', '527', '538', '782', '344', '843']
['628', '278', '156', '558', '252', '307', '297', '986', '974', '916', '455', '261', '326', '304', '893', '676', '282', '577', '451', '263']
['42', '530', '633', '669', '582', '183', '934', '548', '900', '58', '826', '572', '116', '704', '573', '552', '445', '186', '244', '905']
['638', '412', '596', '158', '995', '557', '52', '385', '532', '234', '593', '254', '820', '833', '560', '947', '948', '617', '37', '4']
['712', '801', '482', '151', '937', '102', '123', '308', '789', '592', '85', '141', '118', '510', '595', '94', '624', '340', '55', '199']
['177', '767', '776', '465', '654', '216', '549', '842', '793', '956', '722', '218', '535', '504', '272', '426', '287', '885', '140', '236']
