['193', '290', '644', '762', '231']
['144', '438', '446', '4', '48']
['965', '522', '172', '71', '722']
['617', '561', '54', '605', '830']
['835', '367', '716', '852', '471']
['684', '622', '480', '209', '376']
['340', '128', '74', '342', '941']
['155', '213', '996', '838', '650']
['850', '779', '126', '729', '696']
['972', '244', '548', '56', '187']
['188', '992', '884', '483', '984']
['161', '611', '791', '527', '239']
['67', '479', '980', '777', '320']
['171', '160', '5', '600', '387']
['285', '610', '46', '690', '671']
['889', '238', '701', '75', '384']
['957', '843', '922', '565', '322']
['691', '557', '85', '732', '547']
['496', '279', '865', '113', '270']
['79', '29', '403', '970', '847']
['586', '478', '63', '937', '821']
['274', '355', '505', '975', '224']
['589', '12', '23', '246', '811']
['871', '313', '460', '897', '13']
['323', '967', '746', '983', '60']
['225', '86', '318', '494', '534']
['991', '674', '433', '609', '138']
['665', '83', '250', '627', '417']
['19', '495', '581', '788', '121']
['2', '337', '803', '988', '196']
['851', '686', '977', '201', '289']
['262', '207', '563', '145', '689']
['43', '382', '321', '164', '783']
['389', '700', '73', '300', '133']
