['190', '298', '717', '942', '465', '863', '901', '469', '232', '990', '89', '951', '672', '115', '575', '127', '93', '547', '517', '152']
['315', '691', '259', '722', '266', '340', '902', '459', '778', '833', '576', '375', '370', '441', '845', '995', '172', '699', '270', '140']
['246', '685', '77', '973', '730', '753', '277', '751', '296', '198', '931', '339', '130', '333', '534', '366', '419', '144', '661', '693']
['520', '236', '775', '911', '850', '3', '319', '82', '237', '278', '698', '842', '28', '432', '736', '197', '754', '63', '744', '769']
['764', '307', '956', '560', '628', '41', '671', '253', '160', '261', '353', '936', '229', '213', '305', '31', '904', '19', '269', '450']
['531', '968', '934', '748', '224', '60', '363', '975', '149', '571', '949', '729', '169', '103', '30', '873', '662', '510', '578', '703']
['467', '299', '6', '944', '324', '742', '104', '743', '343', '410', '647', '984', '827', '223', '200', '853', '14', '997', '821', '613']
['914', '255', '917', '599', '739', '912', '170', '501', '380', '614', '762', '48', '497', '593', '474', '692', '642', '702', '550', '361']
['358', '925', '484', '73', '403', '836', '971', '569', '655', '814', '588', '965', '243', '782', '666', '741', '283', '825', '390', '770']
['987', '202', '558', '955', '69', '546', '314', '837', '11', '907', '872', '511', '573', '996', '330', '222', '922', '536', '221', '128']
['74', '514', '726', '755', '205', '471', '248', '910', '724', '570', '521', '275', '75', '918', '512', '609', '272', '457', '591', '709']
['218', '790', '815', '342', '33', '572', '292', '301', '804', '637', '220', '831', '43', '870', '357', '119', '34', '597', '586', '345']
['393', '449', '898', '407', '442', '335', '388', '824', '446', '228', '636', '418', '455', '163', '756', '890', '120', '883', '545', '247']
['463', '582', '431', '982', '22', '496', '124', '766', '719', '625', '856', '67', '347', '178', '32', '227', '447', '784', '818', '620']
['878', '216', '695', '913', '669', '311', '99', '251', '530', '705', '219', '844', '356', '150', '740', '957', '633', '167', '681', '577']
['136', '557', '59', '437', '879', '143', '147', '783', '145', '961', '641', '206', '87', '148', '549', '566', '946', '792', '650', '238']
['21', '862', '389', '556', '768', '479', '689', '146', '263', '728', '0', '38', '962', '813', '61', '723', '635', '36', '66', '68']
['619', '905', '23', '156', '62', '45', '561', '230', '114', '102', '312', '214', '129', '262', '477', '195', '125', '602', '344', '153']
['461', '624', '396', '173', '841', '541', '349', '629', '697', '835', '423', '131', '513', '483', '313', '708', '659', '233', '192', '802']
['908', '820', '843', '397', '369', '868', '96', '749', '584', '932', '601', '810', '816', '372', '663', '328', '408', '451', '44', '415']
['994', '877', '306', '7', '638', '482', '524', '50', '185', '704', '752', '891', '854', '58', '585', '106', '481', '746', '808', '309']
['538', '260', '265', '331', '29', '861', '630', '652', '154', '983', '529', '321', '95', '411', '210', '295', '244', '817', '412', '992']
['92', '245', '667', '974', '859', '938', '337', '351', '713', '867', '967', '621', '945', '834', '506', '476', '811', '294', '440', '212']
['718', '350', '494', '595', '791', '79', '537', '94', '123', '707', '803', '539', '781', '252', '989', '15', '608', '527', '468', '25']
['428', '796', '42', '402', '603', '773', '242', '71', '590', '738', '134', '196', '489', '848', '225', '675', '682', '555', '921', '589']
['289', '302', '631', '688', '540', '137', '988', '448', '78', '317', '654', '574', '966', '687', '65', '473', '10', '683', '499', '933']
['316', '100', '280', '436', '157', '151', '686', '258', '923', '670', '776', '958', '194', '747', '80', '677', '930', '406', '486', '807']
['694', '720', '215', '404', '715', '487', '424', '239', '646', '55', '640', '885', '600', '379', '998', '320', '611', '470', '184', '623']
['231', '822', '864', '26', '774', '969', '788', '201', '54', '696', '458', '282', '91', '346', '435', '952', '371', '86', '168', '649']
['385', '596', '164', '359', '732', '786', '161', '874', '310', '121', '288', '737', '809', '165', '943', '899', '865', '826', '118', '559']
['978', '491', '772', '105', '895', '673', '991', '257', '757', '950', '117', '999', '162', '976', '478', '941', '20', '135', '334', '503']
['828', '286', '398', '532', '849', '85', '610', '855', '866', '959', '643', '159', '338', '132', '70', '454', '787', '706', '656', '303']
