['545', '410', '38', '248', '922', '709', '460', '518', '142', '243', '323', '614', '683', '593', '431', '222', '325', '967', '603', '157']
['836', '284', '732', '350', '529', '311', '303', '995', '762', '470', '764', '721', '804', '779', '983', '857', '468', '140', '636', '531']
['121', '430', '444', '606', '860', '693', '1', '407', '554', '89', '104', '572', '861', '479', '20', '393', '921', '443', '315', '353']
['741', '626', '495', '743', '448', '223', '200', '2', '985', '146', '32', '372', '56', '906', '376', '447', '560', '432', '437', '905']
['655', '482', '661', '696', '791', '398', '968', '755', '450', '642', '269', '682', '282', '521', '966', '145', '19', '822', '622', '344']
['837', '189', '43', '499', '718', '887', '927', '727', '49', '641', '896', '454', '424', '411', '885', '759', '884', '649', '33', '81']
['766', '799', '768', '317', '463', '489', '227', '149', '815', '563', '83', '259', '232', '139', '72', '824', '50', '930', '456', '697']
['634', '725', '501', '544', '99', '728', '97', '364', '990', '24', '375', '163', '287', '941', '818', '710', '528', '658', '640', '235']
['901', '103', '478', '278', '497', '524', '365', '562', '991', '899', '547', '770', '438', '174', '810', '162', '508', '615', '675', '782']
['127', '684', '587', '337', '302', '920', '459', '750', '481', '429', '643', '257', '871', '760', '59', '168', '613', '27', '336', '502']
['536', '801', '852', '188', '514', '713', '297', '549', '793', '862', '758', '504', '22', '751', '911', '396', '856', '373', '199', '811']
['912', '368', '972', '8', '256', '665', '230', '889', '270', '283', '239', '556', '600', '539', '426', '925', '806', '128', '809', '588']
