['70', '377', '428', '643', '679']
['55', '234', '325', '394', '692']
['297', '561', '565', '710', '845']
['23', '144', '222', '324', '620']
['2', '279', '519', '765', '984']
['88', '319', '334', '558', '655']
['177', '557', '705', '708', '799']
['107', '108', '504', '848', '920']
['265', '358', '576', '839', '841']
['59', '382', '518', '526', '782']
['52', '783', '821', '872', '907']
['86', '232', '335', '440', '534']
['158', '306', '835', '855', '879']
['10', '190', '437', '460', '498']
['205', '314', '613', '785', '894']
['63', '455', '510', '777', '948']
['37', '449', '680', '817', '825']
['103', '296', '396', '896', '994']
['456', '549', '706', '793', '810']
['318', '550', '552', '780', '883']
['469', '575', '865', '884', '936']
['189', '289', '586', '656', '930']
['1', '560', '651', '757', '759']
['82', '223', '439', '467', '546']
['25', '127', '201', '266', '649']
['390', '477', '626', '630', '743']
['35', '117', '400', '611', '917']
['102', '228', '342', '425', '967']
['28', '280', '542', '893', '937']
['105', '251', '294', '688', '695']
['49', '78', '120', '121', '979']
['207', '356', '820', '849', '944']
['161', '197', '224', '379', '987']
['340', '605', '606', '621', '657']
['47', '65', '240', '355', '961']
['203', '407', '736', '902', '912']
['45', '571', '591', '901', '904']
['160', '359', '386', '473', '993']
['629', '748', '882', '941', '992']
['257', '402', '670', '724', '954']
['459', '769', '877', '913', '965']
['219', '357', '511', '568', '768']
['0', '50', '118', '182', '986']
['166', '481', '509', '853', '969']
['38', '40', '131', '338', '916']
['172', '391', '465', '543', '652']
['173', '361', '373', '569', '762']
['627', '677', '773', '843', '868']
['385', '503', '671', '732', '870']
['69', '287', '462', '892', '925']
['137', '176', '397', '577', '744']
['34', '81', '632', '951', '963']
['83', '628', '778', '915', '980']
['128', '351', '559', '741', '755']
['216', '723', '844', '905', '942']
['101', '293', '313', '421', '654']
['33', '72', '350', '721', '960']
['6', '39', '159', '594', '701']
['410', '418', '521', '638', '728']
['426', '461', '767', '788', '966']
['46', '366', '490', '527', '615']
['156', '165', '533', '779', '926']
['73', '211', '307', '496', '686']
['141', '152', '217', '702', '924']
['18', '142', '225', '330', '733']
['3', '51', '268', '658', '919']
['243', '305', '742', '833', '874']
['245', '278', '475', '505', '751']
['259', '308', '387', '932', '964']
['180', '603', '666', '827', '837']
['134', '204', '682', '770', '891']
['149', '199', '850', '852', '895']
['122', '183', '274', '598', '829']
['84', '398', '404', '822', '921']
['162', '499', '517', '764', '816']
['136', '491', '541', '544', '574']
['317', '363', '476', '520', '935']
['95', '109', '167', '720', '818']
['331', '580', '645', '711', '832']
['115', '178', '227', '860', '864']
['229', '290', '320', '570', '834']
['295', '328', '515', '727', '752']
['77', '94', '198', '647', '802']
['87', '381', '383', '438', '730']
['186', '242', '271', '457', '689']
['96', '249', '648', '661', '854']
['401', '419', '488', '809', '881']
['42', '269', '441', '911', '962']
['93', '135', '188', '672', '687']
['110', '200', '360', '422', '430']
['230', '339', '572', '756', '949']
['378', '684', '693', '766', '856']
['642', '660', '667', '683', '903']
['85', '333', '502', '801', '876']
['21', '150', '393', '547', '910']
['15', '16', '372', '435', '506']
['195', '196', '237', '599', '857']
['30', '432', '587', '633', '772']
['179', '316', '619', '753', '867']
['68', '114', '116', '347', '637']
