['66', '120', '315', '78', '692']
['728', '408', '469', '454', '972']
['93', '380', '743', '108', '819']
['87', '641', '809', '519', '803']
['423', '720', '891', '231', '477']
['179', '517', '882', '535', '306']
['251', '857', '339', '260', '774']
['72', '197', '141', '62', '684']
['582', '761', '60', '746', '880']
['671', '259', '506', '834', '455']
['489', '373', '243', '789', '74']
['42', '261', '139', '713', '583']
['922', '990', '435', '438', '350']
['486', '360', '86', '917', '996']
['835', '319', '356', '6', '637']
['983', '113', '28', '967', '533']
['605', '384', '894', '2', '47']
['385', '63', '272', '797', '148']
['241', '575', '802', '130', '187']
['587', '33', '348', '37', '871']
['733', '510', '959', '859', '623']
['910', '342', '189', '764', '425']
['574', '331', '874', '479', '393']
['670', '915', '562', '26', '530']
['482', '263', '901', '646', '412']
['518', '962', '117', '256', '367']
['559', '706', '147', '112', '91']
['294', '456', '19', '502', '640']
['492', '805', '400', '657', '927']
['672', '110', '994', '472', '237']
['608', '676', '823', '180', '971']
['970', '852', '514', '892', '717']
['430', '618', '818', '369', '162']
['115', '667', '703', '509', '57']
['598', '233', '966', '100', '609']
['235', '267', '391', '211', '662']
['961', '794', '938', '595', '355']
['810', '824', '65', '905', '185']
['123', '114', '841', '277', '527']
['4', '867', '723', '341', '934']
['732', '879', '45', '12', '77']
['920', '677', '529', '665', '85']
['705', '800', '784', '202', '95']
['461', '593', '161', '213', '332']
['465', '476', '982', '855', '174']
['787', '183', '557', '881', '290']
['712', '571', '936', '89', '531']
['606', '453', '932', '772', '888']
['573', '863', '36', '630', '495']
['343', '330', '695', '417', '18']
['379', '276', '188', '321', '250']
['138', '269', '524', '255', '81']
['459', '309', '415', '232', '262']
['661', '624', '659', '601', '904']
['691', '324', '597', '638', '942']
['639', '991', '538', '71', '5']
['496', '537', '201', '963', '43']
['589', '155', '156', '766', '947']
['752', '289', '675', '973', '122']
['550', '750', '811', '792', '416']
['107', '566', '603', '387', '166']
['40', '192', '862', '846', '850']
['359', '463', '975', '302', '310']
['569', '607', '484', '681', '612']
['311', '137', '558', '418', '944']
['878', '721', '67', '839', '513']
['887', '104', '946', '739', '94']
['632', '292', '627', '611', '11']
['858', '969', '229', '403', '293']
['92', '103', '21', '749', '23']
['305', '634', '378', '742', '957']
['173', '799', '911', '699', '281']
['568', '253', '727', '725', '480']
['190', '30', '755', '49', '616']
['17', '625', '549', '988', '439']
['548', '217', '698', '300', '457']
['592', '134', '992', '170', '221']
['184', '150', '985', '135', '775']
['604', '995', '600', '644', '872']
['207', '918', '926', '194', '208']
['200', '908', '619', '771', '268']
['488', '499', '227', '556', '912']
['683', '209', '158', '175', '9']
['432', '633', '679', '388', '146']
['249', '656', '287', '673', '778']
['222', '186', '159', '830', '205']
['719', '491', '553', '783', '275']
['890', '981', '542', '333', '286']
['889', '8', '443', '48', '493']
['987', '352', '709', '770', '678']
['740', '541', '843', '437', '782']
['741', '340', '497', '651', '314']
['579', '474', '247', '951', '61']
['853', '664', '648', '288', '436']
['763', '111', '407', '909', '690']
['827', '687', '776', '631', '866']
['937', '814', '336', '399', '900']
['875', '327', '886', '177', '540']
['682', '349', '447', '845', '977']
['405', '52', '560', '976', '266']
['31', '193', '701', '873', '756']
['402', '106', '895', '165', '696']
['206', '446', '460', '304', '822']
['382', '35', '652', '697', '301']
['663', '622', '362', '143', '151']
['658', '899', '136', '291', '989']
['157', '844', '419', '806', '264']
['828', '940', '913', '815', '420']
['428', '84', '223', '816', '515']
['440', '578', '354', '686', '46']
