['658', '203', '743', '681', '210', '307', '576', '498', '569', '946', '28', '291', '185', '833', '918', '642', '596', '480', '490', '518']
['399', '947', '677', '269', '231', '794', '242', '176', '10', '469', '654', '417', '309', '659', '310', '316', '190', '824', '491', '286']
['255', '725', '775', '145', '618', '22', '458', '969', '359', '246', '894', '703', '979', '649', '639', '369', '753', '222', '788', '305']
['719', '745', '825', '52', '611', '920', '71', '909', '354', '228', '113', '128', '578', '497', '21', '27', '138', '439', '254', '165']
['527', '673', '262', '77', '216', '871', '708', '279', '397', '782', '971', '737', '302', '830', '757', '474', '577', '212', '248', '919']
['522', '44', '546', '994', '225', '584', '528', '335', '630', '625', '657', '779', '772', '870', '516', '34', '35', '435', '609', '0']
['38', '706', '258', '312', '427', '223', '367', '709', '626', '292', '84', '304', '18', '872', '470', '360', '907', '613', '20', '884']
['977', '929', '405', '941', '285', '2', '33', '893', '600', '906', '488', '201', '543', '372', '933', '614', '31', '836', '351', '865']
['545', '515', '730', '151', '604', '845', '67', '880', '494', '647', '539', '30', '605', '567', '172', '606', '442', '60', '438', '813']
['586', '786', '146', '444', '400', '457', '852', '450', '972', '299', '538', '594', '641', '998', '777', '900', '834', '478', '443', '888']
['209', '349', '131', '347', '810', '551', '563', '158', '384', '502', '821', '650', '493', '174', '152', '220', '910', '293', '739', '590']
['727', '570', '916', '924', '864', '674', '311', '789', '585', '700', '557', '926', '800', '899', '776', '842', '799', '11', '886', '530']
['59', '945', '315', '806', '211', '499', '962', '432', '850', '832', '921', '188', '928', '671', '573', '459', '763', '25', '554', '523']
['938', '773', '181', '456', '45', '479', '322', '904', '386', '694', '477', '550', '352', '602', '376', '816', '200', '118', '783', '4']
['713', '537', '147', '323', '795', '514', '935', '235', '244', '571', '69', '280', '120', '50', '942', '728', '329', '878', '766', '238']
