['227', '805', '773', '231', '591']
['989', '953', '895', '123', '584']
['124', '448', '869', '921', '351']
['635', '625', '262', '898', '163']
['78', '944', '606', '658', '315']
['951', '99', '17', '342', '764']
['661', '744', '488', '742', '979']
['114', '364', '967', '760', '459']
['431', '972', '70', '316', '63']
['894', '54', '71', '707', '389']
['74', '219', '59', '359', '258']
['450', '767', '49', '34', '497']
['912', '556', '770', '713', '328']
['775', '232', '367', '46', '837']
['623', '993', '510', '666', '575']
['212', '507', '604', '768', '977']
['199', '128', '369', '167', '821']
['377', '750', '647', '162', '955']
['326', '208', '843', '745', '560']
['220', '65', '209', '699', '152']
['720', '4', '757', '397', '590']
['245', '964', '408', '846', '668']
['613', '782', '803', '712', '393']
['973', '291', '791', '312', '134']
['50', '318', '333', '835', '266']
['565', '214', '22', '421', '946']
['151', '399', '581', '133', '877']
['595', '605', '324', '842', '154']
['881', '11', '956', '335', '170']
['719', '288', '307', '460', '40']
['785', '934', '796', '975', '218']
['931', '671', '252', '185', '988']
['651', '6', '93', '437', '737']
['692', '849', '702', '269', '654']
['868', '941', '144', '253', '257']
['632', '650', '358', '286', '285']
['678', '622', '759', '960', '428']
['158', '559', '889', '567', '864']
['756', '555', '484', '965', '733']
['928', '470', '33', '866', '130']
['455', '919', '353', '347', '62']
['48', '284', '664', '92', '308']
['971', '341', '244', '480', '366']
['596', '427', '873', '387', '429']
['297', '586', '527', '855', '615']
['330', '363', '425', '371', '420']
['384', '100', '120', '514', '670']
['31', '875', '738', '276', '125']
['382', '867', '304', '146', '491']
['876', '959', '711', '563', '336']
['361', '442', '290', '27', '5']
['798', '360', '576', '498', '871']
['98', '139', '499', '694', '717']
['942', '676', '620', '458', '624']
['289', '696', '930', '362', '177']
['903', '636', '495', '786', '149']
['587', '788', '735', '175', '509']
['102', '852', '689', '858', '831']
['193', '611', '787', '727', '568']
['905', '578', '337', '88', '301']
['856', '954', '531', '592', '621']
['892', '848', '75', '196', '816']
['601', '465', '141', '752', '138']
['573', '861', '374', '769', '44']
['981', '725', '143', '296', '107']
['157', '874', '950', '90', '663']
['688', '160', '706', '543', '806']
['722', '815', '504', '490', '599']
['147', '456', '23', '749', '669']
['739', '51', '43', '612', '191']
['41', '215', '687', '731', '153']
['780', '265', '994', '818', '412']
['274', '216', '550', '415', '230']
['14', '886', '467', '958', '825']
['851', '493', '917', '424', '80']
['809', '243', '406', '36', '515']
['961', '948', '29', '79', '72']
['763', '343', '344', '641', '213']
['963', '447', '968', '516', '539']
['810', '479', '37', '64', '564']
['350', '862', '16', '969', '607']
['225', '640', '540', '469', '762']
['569', '300', '248', '643', '388']
['410', '628', '637', '21', '453']
['677', '474', '546', '600', '558']
['115', '697', '913', '89', '466']
['619', '857', '660', '380', '443']
