['385', '393', '271', '321', '173', '601', '145', '9', '508', '776', '727', '733', '784', '197', '12', '222', '118', '817', '585', '341']
['336', '202', '110', '689', '524', '902', '85', '448', '243', '78', '18', '907', '865', '549', '126', '505', '995', '387', '802', '550']
['306', '819', '402', '71', '310', '833', '867', '931', '193', '339', '312', '70', '872', '882', '636', '131', '348', '707', '268', '832']
['674', '53', '888', '541', '710', '351', '117', '48', '138', '155', '839', '854', '478', '412', '639', '19', '821', '233', '586', '415']
['490', '739', '157', '398', '911', '850', '149', '278', '229', '516', '75', '416', '148', '899', '305', '512', '90', '811', '439', '659']
['822', '567', '215', '630', '631', '982', '340', '718', '479', '627', '704', '886', '106', '502', '597', '68', '746', '900', '468', '139']
['298', '491', '913', '105', '532', '936', '186', '923', '72', '806', '28', '132', '30', '32', '539', '996', '328', '706', '285', '192']
['878', '909', '17', '828', '560', '696', '901', '426', '191', '242', '175', '111', '429', '581', '476', '499', '13', '344', '933', '171']
['35', '335', '324', '840', '104', '570', '737', '759', '951', '640', '884', '985', '999', '866', '352', '809', '943', '195', '946', '805']
['274', '722', '179', '494', '954', '96', '625', '276', '469', '647', '317', '188', '827', '204', '194', '690', '801', '873', '390', '894']
['267', '77', '749', '23', '293', '515', '920', '859', '400', '275', '425', '869', '609', '998', '744', '591', '598', '406', '892', '221']
['720', '164', '820', '42', '482', '849', '282', '988', '671', '391', '292', '837', '392', '626', '926', '43', '530', '152', '793', '703']
['520', '889', '6', '73', '688', '673', '896', '721', '459', '610', '949', '643', '142', '752', '705', '219', '432', '283', '419', '421']
['463', '316', '790', '726', '685', '772', '651', '788', '540', '771', '680', '257', '773', '552', '714', '210', '123', '101', '279', '605']
['843', '224', '484', '201', '783', '893', '349', '485', '240', '165', '629', '547', '747', '953', '675', '37', '702', '989', '770', '503']
['660', '948', '785', '64', '538', '864', '877', '41', '253', '291', '33', '235', '376', '62', '855', '141', '399', '10', '329', '957']
['60', '775', '234', '498', '322', '332', '4', '196', '824', '207', '986', '364', '945', '381', '787', '692', '300', '676', '440', '765']
['531', '994', '452', '40', '679', '318', '648', '879', '868', '875', '102', '701', '120', '818', '250', '620', '708', '76', '602', '594']
['991', '154', '151', '16', '738', '460', '93', '782', '857', '198', '924', '178', '574', '927', '525', '970', '480', '264', '212', '401']
['475', '248', '599', '407', '397', '546', '434', '124', '750', '326', '414', '974', '612', '938', '185', '94', '548', '127', '466', '163']
['97', '289', '424', '181', '386', '963', '777', '576', '333', '129', '473', '211', '534', '887', '430', '906', '44', '623', '377', '589']
['724', '308', '523', '133', '836', '652', '990', '180', '169', '958', '103', '687', '497', '320', '200', '635', '587', '144', '664', '870']
['26', '862', '898', '981', '465', '743', '571', '121', '435', '162', '666', '600', '228', '831', '881', '826', '977', '327', '883', '830']
['514', '246', '634', '582', '764', '205', '323', '374', '410', '38', '427', '454', '405', '803', '653', '135', '294', '457', '15', '269']
['92', '542', '624', '955', '564', '54', '568', '45', '91', '47', '362', '31', '853', '967', '845', '611', '621', '941', '890', '699']
['255', '732', '774', '786', '299', '796', '569', '353', '583', '533', '580', '725', '522', '734', '408', '451', '34', '355', '807', '140']
['767', '897', '934', '748', '449', '768', '147', '443', '251', '158', '371', '741', '338', '918', '593', '447', '272', '509', '577', '25']
['265', '908', '461', '815', '665', '404', '280', '182', '263', '766', '504', '295', '952', '915', '159', '375', '36', '916', '880', '241']
